,day,time,user,message
38,2022-03-02,08:54:37,darkexile1,yyjHey yyjHey Sup
39,2022-03-02,08:54:37,elegs,Hello yyjCozy
40,2022-03-02,08:54:37,sirhanniballecter_,yyjHey yo
41,2022-03-02,08:54:37,heavy_metal,"@nfbsabc, slamHand"
42,2022-03-02,08:54:37,jayeix,hello
43,2022-03-02,08:54:37,thadoril,yyjHey
44,2022-03-02,08:54:38,scribblersan,yyjHey yyjL yyjHey
45,2022-03-02,08:54:38,tybstra,yyjHey yo
46,2022-03-02,08:54:38,victorion,hi
47,2022-03-02,08:54:38,milkycubes,jinny my cutie <3
48,2022-03-02,08:54:38,xamusxo,yyjHey yyjHey yyjHey yyjL yyjL yyjL yyjHey yyjHey yyjHey
49,2022-03-02,08:54:38,dead_teeth,yyjHey how are you
50,2022-03-02,08:54:38,griffisz,yyjHey strimer
51,2022-03-02,08:54:39,icymariii,yyjHey
52,2022-03-02,08:54:39,moneyhoarder,yyjW /
53,2022-03-02,08:54:39,weirdpartofnight,good Evening
54,2022-03-02,08:54:39,mr_wubwub,yyjHey yo
55,2022-03-02,08:54:39,moryttz,yyjHey
56,2022-03-02,08:54:39,chuckthetuna,yyjHey
57,2022-03-02,08:54:39,terrenb,yyjHey
58,2022-03-02,08:54:39,eonbask,yyjHey
59,2022-03-02,08:54:40,heavy_metal,yyjHey
60,2022-03-02,08:54:40,루이스와이푸 haruiswaifu,yyjHey 󠀀
61,2022-03-02,08:54:40,archelon11,y0
62,2022-03-02,08:54:40,moneyhoarder,yyjW  /
63,2022-03-02,08:54:40,sey4eto,<3
64,2022-03-02,08:54:41,badnewsphil,mgrimGrimSip
65,2022-03-02,08:54:41,atticmagic,yyjHey
66,2022-03-02,08:54:41,agentloc,peepoClap hi
67,2022-03-02,08:54:41,allexxx1996,✋   chrisc163Weird
68,2022-03-02,08:54:41,vincentt23,yyjHey hi coomjin
69,2022-03-02,08:54:42,happyfluffyteddy,yyjHey
70,2022-03-02,08:54:42,balpreezy,yyjHey Yo Jinny!
71,2022-03-02,08:54:42,zi76,yyjHey
72,2022-03-02,08:54:42,superminionz,21.53
73,2022-03-02,08:54:42,dongdongislove,yyjHey
74,2022-03-02,08:54:43,fwinjo,yyjHey
75,2022-03-02,08:54:43,itsdayna,yyjHey
76,2022-03-02,08:54:43,helaling,yo
77,2022-03-02,08:54:43,dead_teeth,yyjHey hi jinjin
78,2022-03-02,08:54:44,elmo_s_friend,yyjHey yyjHey
79,2022-03-02,08:54:44,obifobby,yyjHey
80,2022-03-02,08:54:44,루이스와이푸 haruiswaifu,yyjHey
81,2022-03-02,08:54:44,phiva_,yyjHey
82,2022-03-02,08:54:44,holditnow,allo hola hello Jimbo
83,2022-03-02,08:54:44,ykkso,yyjHey
84,2022-03-02,08:54:45,katsumi_x3,hello yyjHey yyjHey yyjHey yyjL
85,2022-03-02,08:54:45,allexxx1996,✋  chrisc163Weird
86,2022-03-02,08:54:45,utubesux1,hi
87,2022-03-02,08:54:45,jondoni,yyjHey Hello
88,2022-03-02,08:54:45,fatandjack3d,yyjHey
89,2022-03-02,08:54:45,vincentt23,yyjHey  hi coomjin
90,2022-03-02,08:54:45,twitchjedi,MercyWing1 HELLO yyjL MOMMY MercyWing2
91,2022-03-02,08:54:46,nfbsabc,"@heavy_metal, CreepyChamp"
92,2022-03-02,08:54:46,nedgon9,hi
93,2022-03-02,08:54:46,bennymiaka,yyjHey
94,2022-03-02,08:54:46,lightsir_,yyjHey hi 󠀀
95,2022-03-02,08:54:46,solitario_hk,yyjHey
96,2022-03-02,08:54:46,anacondoms,Thailand Num Ba Wannnn
97,2022-03-02,08:54:47,thadoril,yyjHey yo
98,2022-03-02,08:54:47,sanctum74,yyjHey Yo
99,2022-03-02,08:54:47,zaptorfikle,hi
100,2022-03-02,08:54:47,faildude,yyjHey
101,2022-03-02,08:54:47,g_detroit,Hello Jinny yyjHey
102,2022-03-02,08:54:47,kofupoka__,yyjHey
103,2022-03-02,08:54:48,massivegochu,Kreygasm
104,2022-03-02,08:54:49,vincentt23,yyjHey hi coomjin
105,2022-03-02,08:54:49,pokker97,yyjHey
106,2022-03-02,08:54:49,루이스와이푸 haruiswaifu,yyjHey 󠀀
107,2022-03-02,08:54:50,peteralue,Oh wow <3
108,2022-03-02,08:54:50,zay_ih,yyjHey yyjHey
109,2022-03-02,08:54:50,pelmi,yyjHey yo
110,2022-03-02,08:54:50,6symbols,You are Pepega do not deny it. LULW
111,2022-03-02,08:54:50,symbols subscribed at Tier 1. They've subscribed for 12 months!,
112,2022-03-02,08:54:50,darkexile1,yyjHey yyjHey yo
113,2022-03-02,08:54:50,badnewsphil,Jimbo
114,2022-03-02,08:54:50,pierosc,hi
115,2022-03-02,08:54:50,fatandjack3d,yyjHey yyjHey
116,2022-03-02,08:54:51,shawayeem,yyjHey
117,2022-03-02,08:54:51,bob_vii,yyjHey
118,2022-03-02,08:54:51,allexxx1996,✋   chrisc163Weird
119,2022-03-02,08:54:51,vanilladonutsoakedwhisk3y,Good morning Jimbo and chet
120,2022-03-02,08:54:51,jondoni,YEP good
121,2022-03-02,08:54:52,arkem232,WOWERS looking good ladies
122,2022-03-02,08:54:52,mrelementdj,yo yyjHey
123,2022-03-02,08:54:52,thadoril,PogU
124,2022-03-02,08:54:52,simulati0n,yyjL
125,2022-03-02,08:54:52,hurtingleg,Yo
126,2022-03-02,08:54:53,fwinjo,Eyeshadow KEKW
127,2022-03-02,08:54:53,nedgon9,yo
128,2022-03-02,08:54:54,eonbask,yyjHey good
129,2022-03-02,08:54:54,chuckcmango3358,yyjHey yyjHey
130,2022-03-02,08:54:54,blightyspike,howdy
131,2022-03-02,08:54:54,griffisz,Susge makeup
132,2022-03-02,08:54:54,meworapat1,Hii
133,2022-03-02,08:54:55,fatandjack3d,yyjHey
134,2022-03-02,08:54:55,nfbsabc,yyjHey
135,2022-03-02,08:54:55,tidoubleu,EU friendly strem yyjPog
136,2022-03-02,08:54:56,tknuke,sup
137,2022-03-02,08:54:56,vincentt23,LETSGOOO
138,2022-03-02,08:54:56,arifree86,Helllo
139,2022-03-02,08:54:56,ldopeyyi,yyjHey yyjHey yyjHey
140,2022-03-02,08:54:57,jimmyjammer73,tifa PepoDetect
141,2022-03-02,08:54:57,raven68,yyjL yyjL yyjL yyjL
142,2022-03-02,08:54:58,kenrmcha19,"Hi Jinny, Yuggie, chat yyjHey"
143,2022-03-02,08:54:58,purble1123,!uptime
144,2022-03-02,08:54:58,saikawa_x_kanna,yyjHey shibuy4ReroRero
145,2022-03-02,08:54:58,vgvirt,show it PauseChamp
146,2022-03-02,08:54:59,dead_teeth,peepoPopcorn
147,2022-03-02,08:54:59,twitchjedi,GOOD NOW yyjL
148,2022-03-02,08:54:59,heisenberg1121,yyjSUPERPOG
149,2022-03-02,08:55:00,pivotal_sweatshirt,wtf is yuggie wwearing on her face lol
150,2022-03-02,08:55:01,h0rst1,yyjHey
151,2022-03-02,08:55:01,thadoril,PauseChamp
152,2022-03-02,08:55:01,allexxx1996,✋  chrisc163Weird
153,2022-03-02,08:55:02,fatandjack3d,yyjHey yyjHey
154,2022-03-02,08:55:03,balpreezy,PogU
155,2022-03-02,08:55:03,bloodmatch,duckHey
156,2022-03-02,08:55:04,caracoramz,yyjHey
157,2022-03-02,08:55:04,jayeix,party time Hmm
158,2022-03-02,08:55:04,puuhaman,Hi HI yyjHey
159,2022-03-02,08:55:05,vincentt23,tifa PogO
160,2022-03-02,08:55:05,jondoni,PauseChamp
161,2022-03-02,08:55:05,allexxx1996,pagPause
162,2022-03-02,08:55:05,phallanxtty,yo yyjHey im here but yyjLurking
163,2022-03-02,08:55:05,fatandjack3d,yyjHey
164,2022-03-02,08:55:06,itsdayna,looking fancy wowwee
165,2022-03-02,08:55:07,zay_ih,Hmm
166,2022-03-02,08:55:07,mohiko21,yo
167,2022-03-02,08:55:07,eonbask,BOOBA
168,2022-03-02,08:55:09,kidocat,Hi Jinny! how are you? Hello Everyone!
169,2022-03-02,08:55:10,allexxx1996,pagPause 󠀀
170,2022-03-02,08:55:11,vincentt23,tifa  PogO
171,2022-03-02,08:55:11,mrelementdj,PogU
172,2022-03-02,08:55:11,peepopopcorn,peepoPopcorn
173,2022-03-02,08:55:11,tknuke,BOOBA
174,2022-03-02,08:55:12,cool4joe,yyjPog
175,2022-03-02,08:55:12,thadoril,Kreygasm
176,2022-03-02,08:55:12,sirhanniballecter_,PauseChamp
177,2022-03-02,08:55:12,holditnow,oh my my
178,2022-03-02,08:55:13,utubesux1,nice
179,2022-03-02,08:55:13,darkexile1,PogU
180,2022-03-02,08:55:13,dead_teeth,peepoPopcorn tifa with make up
181,2022-03-02,08:55:13,bennymiaka,LETS GO yyjHype
182,2022-03-02,08:55:14,victorion,emo modCheck
183,2022-03-02,08:55:14,jondoni,PogU
184,2022-03-02,08:55:14,dongdongislove,KEKWiggle
185,2022-03-02,08:55:15,allexxx1996,chrisc163COCKA
186,2022-03-02,08:55:15,balpreezy,TIFA PogU
187,2022-03-02,08:55:15,bob_vii,yyjWalk
188,2022-03-02,08:55:15,raven68,Kreygasm
189,2022-03-02,08:55:16,arkem232,it's just tifa
190,2022-03-02,08:55:16,fabiano0783,Kreygasm
191,2022-03-02,08:55:16,gdogg517,gonducHi
192,2022-03-02,08:55:17,terrenb,xqcK HI JINNY
193,2022-03-02,08:55:17,happyfluffyteddy,KEKWiggle
194,2022-03-02,08:55:17,peaceful85,Hmm where is the emo?
195,2022-03-02,08:55:17,superminionz,cute
196,2022-03-02,08:55:18,anubisreturns,Hmm regular tifa
197,2022-03-02,08:55:18,zay_ih,Pog
198,2022-03-02,08:55:18,h0rst1,PogU
199,2022-03-02,08:55:18,allexxx1996,chrisc163COCKA 󠀀
200,2022-03-02,08:55:18,twitchjedi,WoW yyjGASM
201,2022-03-02,08:55:19,mr_wubwub,Hmm
202,2022-03-02,08:55:19,heisenberg1121,WOWERS but not emo at all
203,2022-03-02,08:55:19,elegs,KEKWiggle
204,2022-03-02,08:55:19,simulati0n,EU not malding yyjBelievers
205,2022-03-02,08:55:20,pokker97,SeemsGood
206,2022-03-02,08:55:20,thadoril,BOOBA
207,2022-03-02,08:55:21,tybstra,emo haHAA
208,2022-03-02,08:55:21,supercroesus,PepeLaugh
209,2022-03-02,08:55:21,ldopeyyi,Kreygasm
210,2022-03-02,08:55:21,bennymiaka,LETS GO yyjHype  LETS GO yyjHype
211,2022-03-02,08:55:21,obifobby,PogU
212,2022-03-02,08:55:22,jayeix,wow nice
213,2022-03-02,08:55:22,badnewsphil,moisespogMoisesEyes
214,2022-03-02,08:55:22,solitario_hk,kethGasm
215,2022-03-02,08:55:22,jimmyjammer73,so normal tifa Hmm
216,2022-03-02,08:55:22,dragonnn_666,Cute af
217,2022-03-02,08:55:23,saikawa_x_kanna,shibuy4Kazma2 shibuy4Sanji
218,2022-03-02,08:55:23,vincentt23,peepoTalk
219,2022-03-02,08:55:24,anacondoms,stay safe Phuket have many  local Mafia
220,2022-03-02,08:55:26,pivotal_sweatshirt,wow that chick was loud
221,2022-03-02,08:55:26,jondoni,looking hot yyjBloodTrail
222,2022-03-02,08:55:27,newday_365,hebrew
223,2022-03-02,08:55:27,bob_vii,PogU
224,2022-03-02,08:55:28,dongdongislove,admiralEmo
225,2022-03-02,08:55:28,arkem232,that's normal tifa lol
226,2022-03-02,08:55:32,agentloc,peepoTalk 📣
227,2022-03-02,08:55:32,mrelementdj,ohneM
228,2022-03-02,08:55:32,z7wish7z,yyjHey TifaTTY
229,2022-03-02,08:55:32,vincentt23,PogChamping
230,2022-03-02,08:55:32,rubi_b,New Jinny
231,2022-03-02,08:55:33,peaceful85,yea Hmm
232,2022-03-02,08:55:34,dongdongislove,admiralEmo emotty
233,2022-03-02,08:55:35,thadoril,black lipstick modCheck
234,2022-03-02,08:55:35,zi76,yyjHey Weather looks nice tonight! Was the phone saved by being placed in rice?
235,2022-03-02,08:55:35,i76 subscribed at Tier 1. They've subscribed for 17 months!,
236,2022-03-02,08:55:35,twitchjedi,yyjW
237,2022-03-02,08:55:36,tybstra,its normal tifa
238,2022-03-02,08:55:37,bloodmatch,yyjL yyjL yyjL yyjL
239,2022-03-02,08:55:37,h0rst1,peepoClap
240,2022-03-02,08:55:38,zay_ih,yyjPopcorn
241,2022-03-02,08:55:38,loeffler,finally girl tty
242,2022-03-02,08:55:39,pivotal_sweatshirt,Beach clubbing?
243,2022-03-02,08:55:39,dead_teeth,peepoPopcorn
244,2022-03-02,08:55:39,peepopopcorn,peepoPopcorn 󠀀
245,2022-03-02,08:55:39,peteralue,more beautiful every day
246,2022-03-02,08:55:39,griffisz,its too dark to see KUKW
247,2022-03-02,08:55:39,anubisreturns,Hmm
248,2022-03-02,08:55:39,tomaskhak123,heyyaaaaa!!!
249,2022-03-02,08:55:39,billmuth,scammed
250,2022-03-02,08:55:40,sirhanniballecter_,Hmm
251,2022-03-02,08:55:40,flyyyzer,yyjHey
252,2022-03-02,08:55:40,heisenberg1121,you look nice but not emo at all
253,2022-03-02,08:55:40,kofupoka__,"@yoryan10, u good?"
254,2022-03-02,08:55:41,twitchjedi,EMOTTY
255,2022-03-02,08:55:41,kingsaveyou,LUL
256,2022-03-02,08:55:42,saikawa_x_kanna,shibuy4Darkness shibuy4Kazma2 shibuy4Sanji otaku perbert
257,2022-03-02,08:55:43,darkexile1,Hmm
258,2022-03-02,08:55:45,bennymiaka,Hmm
259,2022-03-02,08:55:45,lanadelrey111,@dongdongislove bdog sub PogU
260,2022-03-02,08:55:46,happyfluffyteddy,PogU
261,2022-03-02,08:55:46,papayas42,yo
262,2022-03-02,08:55:47,vincentt23,Hmm
263,2022-03-02,08:55:47,leeppak_,Kreygasm
264,2022-03-02,08:55:47,cool4joe,Hmm
265,2022-03-02,08:55:49,griffisz,it's too dark to see KUKW
266,2022-03-02,08:55:50,jondoni,NODDERS
267,2022-03-02,08:55:50,tknuke,FeelsWowMan emo tifa
268,2022-03-02,08:55:50,jimmyjammer73,black lipstick modCheck
269,2022-03-02,08:55:50,rabtChino is gifting 1 Tier 1 Subs to Jinnytty's community! They've gifted a total of 27 in the channel!,
270,2022-03-02,08:55:51,rabtChino gifted a Tier 1 sub to 小张小哥哥!,
271,2022-03-02,08:55:51,thadoril,Hmm
272,2022-03-02,08:55:52,massivegochu,peepoPopcorn
273,2022-03-02,08:55:53,allexxx1996,yyjPopcorn
274,2022-03-02,08:55:54,strawhatchase,yyjPopcorn
275,2022-03-02,08:55:54,arkem232,looks awesome tho WOWERS
276,2022-03-02,08:55:56,zay_ih,catJAM
277,2022-03-02,08:55:58,saikawa_x_kanna,shibuy4Kazma2 shibuy4Sanji
278,2022-03-02,08:55:59,darkexile1,yyjPopcorn
279,2022-03-02,08:56:01,dongdongislove,@dongdongislove PogU admiral2 yo
280,2022-03-02,08:56:01,mrelementdj,yeah Kappa
281,2022-03-02,08:56:02,bassresponse,Wowers looking good
282,2022-03-02,08:56:02,"assResponse subscribed at Tier 1. They've subscribed for 12 months, currently on a 11 month streak!",
283,2022-03-02,08:56:02,agentloc,ratJam
284,2022-03-02,08:56:02,twitchjedi,PERFECT FOR ME MOMMY
285,2022-03-02,08:56:04,xoxost,!time
286,2022-03-02,08:56:07,vincentt23,babymo7Dank nymnCorn
287,2022-03-02,08:56:07,ikki_dreamer,yyjPopcorn
288,2022-03-02,08:56:07,saikawa_x_kanna,shibuy4Darkness shibuy4Kazma2 shibuy4Sanji otaku perbert
289,2022-03-02,08:56:07,allexxx1996,lost a phone KEKWiggle
290,2022-03-02,08:56:07,张小哥哥 chonggc2021,@FrabtChino Thanks for the gift sub!
291,2022-03-02,08:56:07,peepopopcorn,peepoPopcorn
292,2022-03-02,08:56:07,elegs,maybe people will stop asking for it now peepoClap
293,2022-03-02,08:56:07,poliisintelekuuntelu,Baguette Beach
294,2022-03-02,08:56:08,dongdongislove,Pepega ?
295,2022-03-02,08:56:08,dead_teeth,peepoPopcorn 󠀀
296,2022-03-02,08:56:10,loeffler,still look like child
297,2022-03-02,08:56:10,zay_ih,catJAM catJAM
298,2022-03-02,08:56:10,agentloc,ratJAM
299,2022-03-02,08:56:11,arkem232,lol
300,2022-03-02,08:56:11,pivotal_sweatshirt,or your....makeup
301,2022-03-02,08:56:11,jondoni,looks good YEP
302,2022-03-02,08:56:12,allexxx1996,lost  a phone KEKWiggle
303,2022-03-02,08:56:13,griffisz,Pepega -> yyjW
304,2022-03-02,08:56:16,heavy_metal,sanaSnuggle
305,2022-03-02,08:56:16,"eavy_metal subscribed at Tier 1. They've subscribed for 15 months, currently on a 14 month streak!",
306,2022-03-02,08:56:18,peteralue,Phuket tuk tuks are great.
307,2022-03-02,08:56:18,vincentt23,Stare peepoPopcorn
308,2022-03-02,08:56:20,raven68,looking good JIMBO Kreygasm
309,2022-03-02,08:56:20,shawayeem,yyjEars 🎺
310,2022-03-02,08:56:21,meh2dextreme,yyjHey
311,2022-03-02,08:56:21,thadoril,you look good NODDERS
312,2022-03-02,08:56:23,allexxx1996,sanaSnuggle
313,2022-03-02,08:56:24,mariobombo,hey chat widepeepoHappy / @heisenberg1121 @phallanxtty @Garruku
314,2022-03-02,08:56:24,dead_teeth,"@heavy_metal, sanaSnuggle"
315,2022-03-02,08:56:25,balpreezy,yyjW
316,2022-03-02,08:56:26,allexxx1996,sanaSnuggle 󠀀
317,2022-03-02,08:56:26,vincentt23,"@heavy_metal, sanaSnuggle"
318,2022-03-02,08:56:26,thadoril,Kreygasm
319,2022-03-02,08:56:26,vesssmight,sanaSnuggle
320,2022-03-02,08:56:27,cool4joe,juwiaDetective
321,2022-03-02,08:56:27,poliisintelekuuntelu,are we looking for ladyboys tonight
322,2022-03-02,08:56:28,tybstra,took 4 months for this KEKL
323,2022-03-02,08:56:28,fwinjo,KEKW
324,2022-03-02,08:56:28,pivotal_sweatshirt,are you still in thailand?
325,2022-03-02,08:56:29,massivegochu,WOWERS
326,2022-03-02,08:56:29,law_eth,makeup Pog
327,2022-03-02,08:56:30,twitchjedi,yyj1
328,2022-03-02,08:56:30,bennymiaka,Very Emo yyjBloodTrail
329,2022-03-02,08:56:30,allexxx1996,sanaSnuggle
330,2022-03-02,08:56:30,zay_ih,yyj1
331,2022-03-02,08:56:31,thadoril,yyj1
332,2022-03-02,08:56:31,peaceful85,ok we got it
333,2022-03-02,08:56:31,mrelementdj,Pepeg
334,2022-03-02,08:56:32,z7wish7z,thick makup
335,2022-03-02,08:56:32,happyfluffyteddy,yyj1
336,2022-03-02,08:56:32,dongdongislove,PepoDetect
337,2022-03-02,08:56:32,elegs,KEKW
338,2022-03-02,08:56:32,karl307,VoteYea VoteYea
339,2022-03-02,08:56:32,heisenberg1121,@mariobombo yyjHey
340,2022-03-02,08:56:33,eonbask,Kreygasm
341,2022-03-02,08:56:34,travmancan,Hi good morning
342,2022-03-02,08:56:35,jorgeilie,i like the color of ur skin
343,2022-03-02,08:56:35,tomaskhak123,an inch thicc
344,2022-03-02,08:56:35,moryttz,yyj1
345,2022-03-02,08:56:35,blightyspike,SeemsGood
346,2022-03-02,08:56:37,cool4joe,yyjPog sniper
347,2022-03-02,08:56:37,ldopeyyi,Kreygasm Kreygasm
348,2022-03-02,08:56:37,jondoni,yyjHey
349,2022-03-02,08:56:38,twitchjedi,yyjHey
350,2022-03-02,08:56:39,arkem232,sniper!
351,2022-03-02,08:56:39,fwinjo,KEKL
352,2022-03-02,08:56:39,saikawa_x_kanna,shibuy4Kazma2 shibuy4Sanji
353,2022-03-02,08:56:39,h0rst1,PogU Clap
354,2022-03-02,08:56:40,garruku,"@mariobombo, garruk3Kiss ayo"
355,2022-03-02,08:56:40,zero__horizon,yyjHey
356,2022-03-02,08:56:41,loeffler,jinny flexing makeup first time ever
357,2022-03-02,08:56:41,vincentt23,chubbe1POGGING
358,2022-03-02,08:56:41,darkexile1,yyjHey
359,2022-03-02,08:56:41,eonbask,yyjHey sniper
360,2022-03-02,08:56:41,mrelementdj,yyjPog
361,2022-03-02,08:56:42,bennymiaka,Pog Sniper
362,2022-03-02,08:56:42,supercroesus,kofu PogU
363,2022-03-02,08:56:42,heavy_metal,"@dead_teeth, @vincentt23 sanaSnuggle"
364,2022-03-02,08:56:43,zulul24,yyjHey
365,2022-03-02,08:56:43,ikki_dreamer,yyjHey
366,2022-03-02,08:56:43,sirhanniballecter_,sniper PogU
367,2022-03-02,08:56:44,arkem232,yyjHey
368,2022-03-02,08:56:44,peter_berling,fastest sniper in the world
369,2022-03-02,08:56:45,vincentt23,yyjHey
370,2022-03-02,08:56:45,루이스와이푸 haruiswaifu,yyjHey
371,2022-03-02,08:56:45,atroxcz,ansi omg
372,2022-03-02,08:56:46,maar1ss,CreepyChamp
373,2022-03-02,08:56:46,griffisz,yyjHey sniper
374,2022-03-02,08:56:47,massivegochu,sanaSnuggle
375,2022-03-02,08:56:47,zay_ih,yyjHey
376,2022-03-02,08:56:48,terrenb,yyjHey sniper
377,2022-03-02,08:56:49,kofupoka__,yyjHey
378,2022-03-02,08:56:49,dead_teeth,yyjSmile ✌
379,2022-03-02,08:56:49,jondoni,yyjHey sniper
380,2022-03-02,08:56:49,fwinjo,instant someone talks to them LUL
381,2022-03-02,08:56:50,ricoburrit0,@heavy_metal sanaSnuggle
382,2022-03-02,08:56:51,happyfluffyteddy,PepeLaugh
383,2022-03-02,08:56:51,thadoril,yyjHey
384,2022-03-02,08:56:51,pivotal_sweatshirt,just a quick snuggle
385,2022-03-02,08:56:51,zeroblack1999,sniper
386,2022-03-02,08:56:51,dongdongislove,sanaSnuggle
387,2022-03-02,08:56:52,agentloc,sniper
388,2022-03-02,08:56:52,memlemhem,yyjHey
389,2022-03-02,08:56:53,saikawa_x_kanna,shibuy4Darkness shibuy4Kazma2 shibuy4Sanji otaku perbert
390,2022-03-02,08:56:53,vincentt23,CreepyChamp nymnCorn
391,2022-03-02,08:56:53,allexxx1996,yyjHey
392,2022-03-02,08:56:54,cloud9000,sniper
393,2022-03-02,08:56:54,balpreezy,yyjHey
394,2022-03-02,08:56:54,ricoburrit0,sanaSnuggle
395,2022-03-02,08:56:55,suppenkasper79,total Emo gronkhMond
396,2022-03-02,08:56:56,strawhatchase,yyjHey
397,2022-03-02,08:56:56,raven68,yyjCreep
398,2022-03-02,08:56:56,heavy_metal,"@RicoBurrit0, sanaSnuggle"
399,2022-03-02,08:56:56,ililolili,yyjL
400,2022-03-02,08:56:56,lilolili subscribed at Tier 1. They've subscribed for 28 months!,
401,2022-03-02,08:56:57,cool4joe,is this first thailand sniper?
402,2022-03-02,08:56:58,ricoburrit0,sanaSnuggle 󠀀
403,2022-03-02,08:56:58,arkem232,how did he pinpoint lol
404,2022-03-02,08:56:58,xamusxo,found u CreepyChamp
405,2022-03-02,08:56:59,jimmyjammer73,sniping minutes after stream starts Susge
406,2022-03-02,08:56:59,meworapat1,<3
407,2022-03-02,08:57:00,jondoni, ) V
408,2022-03-02,08:57:00,terrenb,yyjW ✌️
409,2022-03-02,08:57:00,ricoburrit0,sanaSnuggle
410,2022-03-02,08:57:00,ariamansyah,hinas3Hi hinas3Hi hinas3Hi hinas3Hi
411,2022-03-02,08:57:01,allexxx1996,yyjPopcorn
412,2022-03-02,08:57:02,gora1497,yyjHey sniper
413,2022-03-02,08:57:02,holycow82,<3 <3 <3
414,2022-03-02,08:57:02,heisenberg1121,yyjSmile V
415,2022-03-02,08:57:02,vesssmight,sniper POGGING
416,2022-03-02,08:57:02,peepopopcorn,peepoPopcorn 󠀀
417,2022-03-02,08:57:02,ricoburrit0,sanaSnuggle 󠀀
418,2022-03-02,08:57:03,zay_ih,yyjHey yyjHey
419,2022-03-02,08:57:04,badnewsphil,Kappa
420,2022-03-02,08:57:04,tknuke,that was a fast snipe lmao
421,2022-03-02,08:57:04,ricoburrit0,sanaSnuggle
422,2022-03-02,08:57:05,shawayeem,yyjSmile ✌️
423,2022-03-02,08:57:05,cladinfrench,CreepyChamp i love your streams
424,2022-03-02,08:57:05,tidoubleu,KEKBye
425,2022-03-02,08:57:06,ricoburrit0,sanaSnuggle 󠀀
426,2022-03-02,08:57:07,zero__horizon,KEKBye
427,2022-03-02,08:57:07,atroxcz,PogChamp
428,2022-03-02,08:57:07,agentloc,hows the s21 btw
429,2022-03-02,08:57:09,balpreezy,KEKBye
430,2022-03-02,08:57:09,sebastianyvr,"Welcome to Bangla Road, cultural heartland of Southeast Asia"
431,2022-03-02,08:57:09,ricoburrit0,sanaSnuggle
432,2022-03-02,08:57:09,dead_teeth,wow
433,2022-03-02,08:57:10,vincentt23,sanaSnuggle
434,2022-03-02,08:57:11,loeffler,day?
435,2022-03-02,08:57:11,bennymiaka,yyjPog Sniper
436,2022-03-02,08:57:11,allexxx1996,KEKBye
437,2022-03-02,08:57:11,루이스와이푸 haruiswaifu,PepeLaugh
438,2022-03-02,08:57:12,peter_berling,he sounded german
439,2022-03-02,08:57:12,lanadelrey111,widepeepoHappy
440,2022-03-02,08:57:12,pokker97,KEKBye
441,2022-03-02,08:57:13,thadoril,KEKBye
442,2022-03-02,08:57:13,ballibooth,TTours TTours TTours
443,2022-03-02,08:57:13,wannabechovy,hi
444,2022-03-02,08:57:14,vincentt23,sanaSnuggle 󠀀
